family,query_index,map_hash,obstacle_count,seed,f2f_expanded,f2e_expanded,expansion_diff,pooled_n,pooled_median_diff,pooled_mean_diff,pooled_n_f2f_stronger,pooled_n_equal,pooled_n_f2e_stronger,pooled_frac_f2f_stronger,pooled_frac_equal,pooled_frac_f2e_stronger,f2f_source_n,f2f_source_median_diff,f2f_source_mean_diff,f2f_source_n_f2f_stronger,f2f_source_n_equal,f2f_source_n_f2e_stronger,f2f_source_frac_f2f_stronger,f2f_source_frac_equal,f2f_source_frac_f2e_stronger,f2e_source_n,f2e_source_median_diff,f2e_source_mean_diff,f2e_source_n_f2f_stronger,f2e_source_n_equal,f2e_source_n_f2e_stronger,f2e_source_frac_f2f_stronger,f2e_source_frac_equal,f2e_source_frac_f2e_stronger
maze_127_braid,3,b083b4493776d916,5951,140,664,664,0,1696,0.0,0.0,0,1696,0,0.0,1.0,0.0,848,0.0,0.0,0,848,0,0.0,1.0,0.0,848,0.0,0.0,0,848,0,0.0,1.0,0.0
maze_127_braid,4,ac8256cfc9d4b4aa,5954,140,253,453,200,928,2.0,2.175646551724138,565,363,0,0.6088362068965517,0.3911637931034483,0.0,337,0.0,1.4362017804154303,148,189,0,0.4391691394658754,0.5608308605341247,0.0,591,4.0,2.5972927241962775,417,174,0,0.7055837563451777,0.29441624365482233,0.0
maze_127_braid,5,6b6dc06f5e8a37bc,5952,140,1156,1156,0,2898,0.0,0.0,0,2898,0,0.0,1.0,0.0,1449,0.0,0.0,0,1449,0,0.0,1.0,0.0,1449,0.0,0.0,0,1449,0,0.0,1.0,0.0
maze_127_braid,6,e6500df366ef75f2,5953,140,641,1247,606,2359,0.0,1.6066129715981348,1031,1328,0,0.437049597286986,0.562950402713014,0.0,825,0.0,0.4024242424242424,162,663,0,0.19636363636363635,0.8036363636363636,0.0,1534,2.0,2.2542372881355934,869,665,0,0.5664928292046936,0.4335071707953064,0.0
maze_127_braid,7,068df61b677c5344,5951,140,280,280,0,736,0.0,0.0,0,736,0,0.0,1.0,0.0,368,0.0,0.0,0,368,0,0.0,1.0,0.0,368,0.0,0.0,0,368,0,0.0,1.0,0.0
maze_127_braid,8,3c351608b94e17e2,5953,140,463,463,0,1224,0.0,0.0,0,1224,0,0.0,1.0,0.0,612,0.0,0.0,0,612,0,0.0,1.0,0.0,612,0.0,0.0,0,612,0,0.0,1.0,0.0
maze_127_braid,9,e26046404df9f156,5954,140,73,73,0,230,0.0,0.034782608695652174,4,226,0,0.017391304347826087,0.9826086956521739,0.0,115,0.0,0.034782608695652174,2,113,0,0.017391304347826087,0.9826086956521739,0.0,115,0.0,0.034782608695652174,2,113,0,0.017391304347826087,0.9826086956521739,0.0
maze_127_braid,10,722e45bfef459a1d,5953,140,524,1301,777,2345,2.0,2.6498933901918975,1497,848,0,0.6383795309168443,0.36162046908315565,0.0,700,0.0,0.91,276,424,0,0.3942857142857143,0.6057142857142858,0.0,1645,2.0,3.390273556231003,1221,424,0,0.7422492401215806,0.25775075987841944,0.0
maze_127_braid,11,42e7e1ee6b88b513,5952,140,777,777,0,2016,0.0,0.0,0,2016,0,0.0,1.0,0.0,1008,0.0,0.0,0,1008,0,0.0,1.0,0.0,1008,0.0,0.0,0,1008,0,0.0,1.0,0.0
maze_127_braid,12,89c6b9c47c88cf1e,5954,140,133,133,0,414,0.0,0.0,0,414,0,0.0,1.0,0.0,207,0.0,0.0,0,207,0,0.0,1.0,0.0,207,0.0,0.0,0,207,0,0.0,1.0,0.0
maze_127_braid,13,01f02562d77d6495,5953,140,309,309,0,844,0.0,0.0,0,844,0,0.0,1.0,0.0,422,0.0,0.0,0,422,0,0.0,1.0,0.0,422,0.0,0.0,0,422,0,0.0,1.0,0.0
maze_127_braid,14,856087dca2bb55d7,5951,140,308,633,325,1280,2.0,2.68046875,868,412,0,0.678125,0.321875,0.0,429,2.0,1.3473193473193472,226,203,0,0.5268065268065268,0.4731934731934732,0.0,851,2.0,3.3525264394829613,642,209,0,0.754406580493537,0.245593419506463,0.0
maze_127_braid,15,1c58125337bc4f4c,5952,140,85,85,0,258,0.0,0.0,0,258,0,0.0,1.0,0.0,129,0.0,0.0,0,129,0,0.0,1.0,0.0,129,0.0,0.0,0,129,0,0.0,1.0,0.0
maze_127_braid,16,dd46dc5f47b095f9,5954,140,195,254,59,585,0.0,0.9726495726495726,162,423,0,0.27692307692307694,0.7230769230769231,0.0,256,0.0,0.62109375,47,209,0,0.18359375,0.81640625,0.0,329,0.0,1.2462006079027355,115,214,0,0.3495440729483283,0.6504559270516718,0.0
maze_127_braid,17,db8203483c3ae7ec,5953,140,96,105,9,301,0.0,0.17940199335548174,27,274,0,0.08970099667774087,0.9102990033222591,0.0,146,0.0,0.1232876712328767,9,137,0,0.06164383561643835,0.9383561643835616,0.0,155,0.0,0.23225806451612904,18,137,0,0.11612903225806452,0.8838709677419355,0.0
maze_127_braid,18,70728bded8b430c2,5954,140,677,677,0,1700,0.0,0.0,0,1700,0,0.0,1.0,0.0,850,0.0,0.0,0,850,0,0.0,1.0,0.0,850,0.0,0.0,0,850,0,0.0,1.0,0.0
maze_127_braid,19,b7f37fb4d377b871,5953,140,102,102,0,308,0.0,0.0,0,308,0,0.0,1.0,0.0,154,0.0,0.0,0,154,0,0.0,1.0,0.0,154,0.0,0.0,0,154,0,0.0,1.0,0.0
maze_127_braid,20,85b4d6ff54cbff54,5952,140,3384,4201,817,9198,2.0,2.837790824092194,5512,3686,0,0.5992607088497499,0.40073929115025003,0.0,4125,2.0,2.5023030303030303,2282,1843,0,0.5532121212121213,0.4467878787878788,0.0,5073,2.0,3.1105854523950325,3230,1843,0,0.6367041198501873,0.36329588014981273,0.0
maze_127_braid,21,96afd4cf645bef1b,5954,140,1268,1268,0,3264,0.0,0.0,0,3264,0,0.0,1.0,0.0,1632,0.0,0.0,0,1632,0,0.0,1.0,0.0,1632,0.0,0.0,0,1632,0,0.0,1.0,0.0
maze_127_braid,22,6503a976c8787dc6,5954,140,1203,2568,1365,4656,2.0,3.429123711340206,2791,1865,0,0.5994415807560137,0.4005584192439863,0.0,1547,0.0,1.2074983839689721,549,998,0,0.35488041370394313,0.6451195862960569,0.0,3109,4.0,4.534577034416211,2242,867,0,0.721132196847861,0.27886780315213894,0.0
maze_127_braid,23,94f5cd30c57af640,5954,140,680,824,144,1902,2.0,1.202944269190326,1144,758,0,0.601472134595163,0.39852786540483703,0.0,864,2.0,1.1319444444444444,489,375,0,0.5659722222222222,0.4340277777777778,0.0,1038,2.0,1.2620423892100192,655,383,0,0.6310211946050096,0.36897880539499034,0.0
maze_127_braid,24,8429bf7818c937e0,5953,140,120,120,0,358,0.0,0.0,0,358,0,0.0,1.0,0.0,179,0.0,0.0,0,179,0,0.0,1.0,0.0,179,0.0,0.0,0,179,0,0.0,1.0,0.0
maze_127_braid,25,bfbdc7f10b5d4878,5951,140,349,349,0,948,0.0,0.0,0,948,0,0.0,1.0,0.0,474,0.0,0.0,0,474,0,0.0,1.0,0.0,474,0.0,0.0,0,474,0,0.0,1.0,0.0
maze_127_braid,26,0c8ad32afc9a261f,5953,140,649,858,209,1939,0.0,1.1046931407942238,459,1480,0,0.23671995874161939,0.7632800412583806,0.0,850,0.0,0.3905882352941176,112,738,0,0.13176470588235295,0.8682352941176471,0.0,1089,0.0,1.6620752984389349,347,742,0,0.3186409550045914,0.6813590449954087,0.0
maze_127_braid,27,dda88591ff0cb5c8,5952,140,108,115,7,347,0.0,0.3631123919308357,63,284,0,0.18155619596541786,0.8184438040345822,0.0,170,0.0,0.32941176470588235,28,142,0,0.16470588235294117,0.8352941176470589,0.0,177,0.0,0.3954802259887006,35,142,0,0.1977401129943503,0.8022598870056498,0.0
maze_127_braid,28,38c1b81979dda13b,5952,140,236,249,13,697,0.0,0.11190817790530846,39,658,0,0.05595408895265423,0.9440459110473458,0.0,342,0.0,0.07602339181286549,13,329,0,0.038011695906432746,0.9619883040935673,0.0,355,0.0,0.14647887323943662,26,329,0,0.07323943661971831,0.9267605633802817,0.0
maze_127_braid,29,7d46ad596934021b,5954,140,1152,1152,0,2960,0.0,0.0,0,2960,0,0.0,1.0,0.0,1480,0.0,0.0,0,1480,0,0.0,1.0,0.0,1480,0.0,0.0,0,1480,0,0.0,1.0,0.0
nested_64_d30,0,648a5f657bb3bb83,1228,110,291,291,0,708,0.0,0.0,0,708,0,0.0,1.0,0.0,354,0.0,0.0,0,354,0,0.0,1.0,0.0,354,0.0,0.0,0,354,0,0.0,1.0,0.0
nested_64_d30,1,c139fde381c2b06d,1228,110,184,220,36,627,0.0,0.5422647527910686,69,558,0,0.11004784688995216,0.8899521531100478,0.0,287,0.0,0.059233449477351915,9,278,0,0.0313588850174216,0.9686411149825784,0.0,340,0.0,0.95,60,280,0,0.17647058823529413,0.8235294117647058,0.0
nested_64_d30,2,6e1727bcbc2a458a,1228,110,233,233,0,618,0.0,0.0,0,618,0,0.0,1.0,0.0,309,0.0,0.0,0,309,0,0.0,1.0,0.0,309,0.0,0.0,0,309,0,0.0,1.0,0.0
nested_64_d30,3,69d0aef249d65785,1228,110,1139,4355,3216,6993,2.0,2.767052767052767,4495,2498,0,0.6427856427856428,0.35721435721435724,0.0,1571,0.0,0.46021642266072565,329,1242,0,0.20942075111394018,0.7905792488860598,0.0,5422,4.0,3.4354481741054963,4166,1256,0,0.7683511619328661,0.2316488380671339,0.0
nested_64_d30,4,e94fb1e6df4d21d5,1228,110,2434,9871,7437,14466,6.0,6.643785427899903,11626,2840,0,0.8036775888289783,0.1963224111710217,0.0,2920,2.0,1.9986301369863013,1502,1418,0,0.5143835616438356,0.48561643835616436,0.0,11546,6.0,7.8185518794387665,10124,1422,0,0.8768404642300364,0.12315953576996362,0.0
nested_64_d30,5,3e80e398a80a33da,1228,110,78,78,0,308,0.0,0.0,0,308,0,0.0,1.0,0.0,154,0.0,0.0,0,154,0,0.0,1.0,0.0,154,0.0,0.0,0,154,0,0.0,1.0,0.0
nested_64_d30,6,36e0ac6e1f777935,1228,110,128,494,366,886,2.0,1.3871331828442437,578,308,0,0.6523702031602708,0.3476297968397291,0.0,207,0.0,0.5120772946859904,53,154,0,0.2560386473429952,0.7439613526570048,0.0,679,2.0,1.653902798232695,525,154,0,0.7731958762886598,0.2268041237113402,0.0
nested_64_d30,7,60f4333808a1fce7,1228,110,38,38,0,148,0.0,0.0,0,148,0,0.0,1.0,0.0,74,0.0,0.0,0,74,0,0.0,1.0,0.0,74,0.0,0.0,0,74,0,0.0,1.0,0.0
nested_64_d30,8,4d11fdb4927d4d73,1228,110,73,73,0,286,0.0,0.0,0,286,0,0.0,1.0,0.0,143,0.0,0.0,0,143,0,0.0,1.0,0.0,143,0.0,0.0,0,143,0,0.0,1.0,0.0
nested_64_d30,9,7740aa61f8e92fee,1228,110,573,842,269,1921,0.0,0.5549193128578865,533,1388,0,0.27745965642894327,0.7225403435710568,0.0,792,0.0,0.25,99,693,0,0.125,0.875,0.0,1129,0.0,0.7688219663418955,434,695,0,0.38441098317094774,0.6155890168290522,0.0
nested_64_d30,10,94995bf6baf3dfea,1228,110,33,33,0,132,0.0,0.0,0,132,0,0.0,1.0,0.0,66,0.0,0.0,0,66,0,0.0,1.0,0.0,66,0.0,0.0,0,66,0,0.0,1.0,0.0
nested_64_d30,11,8b38ddba8894f489,1228,110,1245,1245,0,2870,0.0,0.0,0,2870,0,0.0,1.0,0.0,1435,0.0,0.0,0,1435,0,0.0,1.0,0.0,1435,0.0,0.0,0,1435,0,0.0,1.0,0.0
nested_64_d30,12,054a4eae0f857d33,1228,110,954,1095,141,2780,0.0,0.9737410071942446,1354,1426,0,0.4870503597122302,0.5129496402877698,0.0,1320,0.0,0.9242424242424242,610,710,0,0.4621212121212121,0.5378787878787878,0.0,1460,2.0,1.0184931506849315,744,716,0,0.5095890410958904,0.4904109589041096,0.0
nested_64_d30,13,a04a1aa55faa5f4d,1228,110,862,901,39,2176,0.0,0.21507352941176472,235,1941,0,0.10799632352941177,0.8920036764705882,0.0,1065,0.0,0.18497652582159624,99,966,0,0.09295774647887324,0.9070422535211268,0.0,1111,0.0,0.24392439243924394,136,975,0,0.1224122412241224,0.8775877587758776,0.0
nested_64_d30,14,37cb2fd9f334820d,1228,110,53,53,0,190,0.0,0.0,0,190,0,0.0,1.0,0.0,95,0.0,0.0,0,95,0,0.0,1.0,0.0,95,0.0,0.0,0,95,0,0.0,1.0,0.0
nested_64_d30,15,d11c9aa4d4f4d92c,1228,110,474,474,0,1224,0.0,0.0,0,1224,0,0.0,1.0,0.0,612,0.0,0.0,0,612,0,0.0,1.0,0.0,612,0.0,0.0,0,612,0,0.0,1.0,0.0
nested_64_d30,16,b7b0c65a625c113d,1228,110,129,129,0,346,0.0,0.0,0,346,0,0.0,1.0,0.0,173,0.0,0.0,0,173,0,0.0,1.0,0.0,173,0.0,0.0,0,173,0,0.0,1.0,0.0
nested_64_d30,17,97d344de03d85070,1228,110,293,852,559,1579,2.0,1.9278024065864472,996,583,0,0.6307789740341989,0.36922102596580114,0.0,415,0.0,0.5975903614457831,124,291,0,0.2987951807228916,0.7012048192771084,0.0,1164,2.0,2.402061855670103,872,292,0,0.7491408934707904,0.2508591065292096,0.0
nested_64_d30,18,2e462e6a95b177e5,1228,110,152,153,1,425,0.0,0.16,34,391,0,0.08,0.92,0.0,208,0.0,0.16346153846153846,17,191,0,0.08173076923076923,0.9182692307692307,0.0,217,0.0,0.15668202764976957,17,200,0,0.07834101382488479,0.9216589861751152,0.0
nested_64_d30,19,f8b49f6631a7c360,1228,110,31,31,0,130,0.0,0.0,0,130,0,0.0,1.0,0.0,65,0.0,0.0,0,65,0,0.0,1.0,0.0,65,0.0,0.0,0,65,0,0.0,1.0,0.0
nested_64_d30,20,d604ed0b69115ce9,1228,110,450,1930,1480,3172,2.0,2.849621689785624,2216,956,0,0.6986128625472888,0.30138713745271123,0.0,706,0.0,0.6458923512747875,228,478,0,0.32294617563739375,0.6770538243626062,0.0,2466,4.0,3.480535279805353,1988,478,0,0.8061638280616383,0.19383617193836172,0.0
nested_64_d30,21,8cada8b64c123f7e,1228,110,146,146,0,424,0.0,0.0,0,424,0,0.0,1.0,0.0,212,0.0,0.0,0,212,0,0.0,1.0,0.0,212,0.0,0.0,0,212,0,0.0,1.0,0.0
nested_64_d30,22,aca0ecc8b3f56cfa,1228,110,1789,10261,8472,14151,12.0,11.347961274821568,13391,760,0,0.9462935481591407,0.0537064518408593,0.0,2241,6.0,6.255689424364123,1864,377,0,0.8317715305667113,0.1682284694332887,0.0,11910,12.0,12.306129303106633,11527,383,0,0.9678421494542402,0.03215785054575986,0.0
nested_64_d30,23,e23070042949b1d1,1228,110,157,157,0,412,0.0,0.0,0,412,0,0.0,1.0,0.0,206,0.0,0.0,0,206,0,0.0,1.0,0.0,206,0.0,0.0,0,206,0,0.0,1.0,0.0
nested_64_d30,24,1c915f1f0dcf9fbb,1228,110,144,160,16,481,0.0,0.16216216216216217,39,442,0,0.08108108108108109,0.918918918918919,0.0,232,0.0,0.1206896551724138,14,218,0,0.0603448275862069,0.9396551724137931,0.0,249,0.0,0.20080321285140562,25,224,0,0.10040160642570281,0.8995983935742972,0.0
nested_64_d30,25,c3e7916b3cbd25f9,1228,110,306,306,0,792,0.0,0.0,0,792,0,0.0,1.0,0.0,396,0.0,0.0,0,396,0,0.0,1.0,0.0,396,0.0,0.0,0,396,0,0.0,1.0,0.0
nested_64_d30,26,a7b3de1c3ca4b8fe,1228,110,251,251,0,642,0.0,0.0,0,642,0,0.0,1.0,0.0,321,0.0,0.0,0,321,0,0.0,1.0,0.0,321,0.0,0.0,0,321,0,0.0,1.0,0.0
nested_64_d30,27,78b19490269844ee,1228,110,417,417,0,1042,0.0,0.0,0,1042,0,0.0,1.0,0.0,521,0.0,0.0,0,521,0,0.0,1.0,0.0,521,0.0,0.0,0,521,0,0.0,1.0,0.0
nested_64_d30,28,31d2bd93b2321e6c,1228,110,272,314,42,716,2.0,1.8826815642458101,674,42,0,0.9413407821229051,0.05865921787709497,0.0,337,2.0,1.8753709198813056,316,21,0,0.9376854599406528,0.06231454005934718,0.0,379,2.0,1.8891820580474934,358,21,0,0.9445910290237467,0.055408970976253295,0.0
nested_64_d30,29,c4f8c625a75d4869,1228,110,179,179,0,434,0.0,0.0,0,434,0,0.0,1.0,0.0,217,0.0,0.0,0,217,0,0.0,1.0,0.0,217,0.0,0.0,0,217,0,0.0,1.0,0.0
nested_64_d45,0,6d3e708d2c67d5e4,1842,210,153,206,53,422,2.0,1.9241706161137442,406,16,0,0.9620853080568721,0.037914691943127965,0.0,184,2.0,1.9130434782608696,176,8,0,0.9565217391304348,0.043478260869565216,0.0,238,2.0,1.9327731092436975,230,8,0,0.9663865546218487,0.03361344537815126,0.0
nested_64_d45,1,d4a7e9499380df00,1842,210,173,173,0,442,0.0,0.0,0,442,0,0.0,1.0,0.0,221,0.0,0.0,0,221,0,0.0,1.0,0.0,221,0.0,0.0,0,221,0,0.0,1.0,0.0
nested_64_d45,2,e2e76d2d371d9bbc,1842,210,210,1022,812,1437,10.0,13.410577592205986,1233,204,0,0.8580375782881002,0.1419624217118998,0.0,253,2.0,2.4268774703557314,151,102,0,0.5968379446640316,0.4031620553359684,0.0,1184,18.0,15.75760135135135,1082,102,0,0.9138513513513513,0.08614864864864864,0.0
nested_64_d45,3,6ce68899c3db7388,1842,210,343,662,319,1173,2.0,2.9104859335038364,613,560,0,0.5225916453537937,0.4774083546462063,0.0,411,0.0,1.075425790754258,133,278,0,0.3236009732360097,0.6763990267639902,0.0,762,4.0,3.900262467191601,480,282,0,0.6299212598425197,0.3700787401574803,0.0
nested_64_d45,4,6b2c43384adc99fe,1842,210,177,177,0,406,0.0,0.0,0,406,0,0.0,1.0,0.0,203,0.0,0.0,0,203,0,0.0,1.0,0.0,203,0.0,0.0,0,203,0,0.0,1.0,0.0
nested_64_d45,5,caf8c514d75d1cf1,1842,210,113,151,38,308,4.0,2.8766233766233764,236,72,0,0.7662337662337663,0.23376623376623376,0.0,136,4.0,2.735294117647059,100,36,0,0.7352941176470589,0.2647058823529412,0.0,172,4.0,2.988372093023256,136,36,0,0.7906976744186046,0.20930232558139536,0.0
nested_64_d45,6,4b461433882d7813,1842,210,46,46,0,140,0.0,0.02857142857142857,2,138,0,0.014285714285714285,0.9857142857142858,0.0,70,0.0,0.02857142857142857,1,69,0,0.014285714285714285,0.9857142857142858,0.0,70,0.0,0.02857142857142857,1,69,0,0.014285714285714285,0.9857142857142858,0.0
nested_64_d45,7,6296a435c249c8f1,1842,210,720,1505,785,2632,2.0,4.91451367781155,1600,1032,0,0.60790273556231,0.39209726443769,0.0,883,0.0,1.8674971687429218,363,520,0,0.4110985277463194,0.5889014722536806,0.0,1749,6.0,6.452830188679245,1237,512,0,0.7072612921669525,0.29273870783304745,0.0
nested_64_d45,8,8580fcda83538421,1842,210,345,344,-1,757,4.0,2.787318361955086,558,199,0,0.7371202113606341,0.2628797886393659,0.0,381,4.0,2.7611548556430447,278,103,0,0.7296587926509186,0.27034120734908135,0.0,376,4.0,2.8138297872340425,280,96,0,0.7446808510638298,0.2553191489361702,0.0
nested_64_d45,9,8ba12f04b1a41aad,1842,210,105,105,0,238,0.0,0.0,0,238,0,0.0,1.0,0.0,119,0.0,0.0,0,119,0,0.0,1.0,0.0,119,0.0,0.0,0,119,0,0.0,1.0,0.0
nested_64_d45,10,2b3c6535e2d2a635,1842,210,95,95,0,244,0.0,0.0,0,244,0,0.0,1.0,0.0,122,0.0,0.0,0,122,0,0.0,1.0,0.0,122,0.0,0.0,0,122,0,0.0,1.0,0.0
nested_64_d45,11,cae595acd167ffc7,1842,210,269,534,265,859,8.0,9.724097788125727,729,130,0,0.8486612339930152,0.15133876600698487,0.0,291,7.0,6.168384879725086,227,64,0,0.7800687285223368,0.21993127147766323,0.0,568,8.0,11.545774647887324,502,66,0,0.8838028169014085,0.11619718309859155,0.0
nested_64_d45,12,a752ca18185cc3bf,1842,210,74,253,179,383,4.0,5.6266318537859,325,58,0,0.8485639686684073,0.1514360313315927,0.0,107,2.0,2.2149532710280373,78,29,0,0.7289719626168224,0.27102803738317754,0.0,276,6.0,6.949275362318841,247,29,0,0.894927536231884,0.10507246376811594,0.0
nested_64_d45,13,01252b5b09a6d377,1842,210,65,65,0,162,0.0,0.0,0,162,0,0.0,1.0,0.0,81,0.0,0.0,0,81,0,0.0,1.0,0.0,81,0.0,0.0,0,81,0,0.0,1.0,0.0
nested_64_d45,14,08db4a5b2a020068,1842,210,245,245,0,550,0.0,0.0,0,550,0,0.0,1.0,0.0,275,0.0,0.0,0,275,0,0.0,1.0,0.0,275,0.0,0.0,0,275,0,0.0,1.0,0.0
nested_64_d45,15,a1ff504f907e383b,1842,210,254,350,96,698,0.0,1.6303724928366763,294,404,0,0.42120343839541546,0.5787965616045845,0.0,292,0.0,0.952054794520548,90,202,0,0.3082191780821918,0.6917808219178082,0.0,406,1.0,2.1182266009852215,204,202,0,0.5024630541871922,0.4975369458128079,0.0
nested_64_d45,16,73f5d631665fd603,1842,210,284,974,690,1622,2.0,3.1750924784217016,1288,334,0,0.7940813810110974,0.2059186189889026,0.0,376,2.0,1.1648936170212767,207,169,0,0.550531914893617,0.449468085106383,0.0,1246,4.0,3.781701444622793,1081,165,0,0.8675762439807384,0.13242375601926162,0.0
nested_64_d45,17,581f1ddb9c86bc3a,1842,210,51,51,0,136,0.0,0.0,0,136,0,0.0,1.0,0.0,68,0.0,0.0,0,68,0,0.0,1.0,0.0,68,0.0,0.0,0,68,0,0.0,1.0,0.0
nested_64_d45,18,a5c794396afb7d77,1842,210,78,78,0,196,0.0,0.0,0,196,0,0.0,1.0,0.0,98,0.0,0.0,0,98,0,0.0,1.0,0.0,98,0.0,0.0,0,98,0,0.0,1.0,0.0
nested_64_d45,19,f32debc069ae867f,1842,210,238,500,262,830,2.0,2.8759036144578314,437,393,0,0.5265060240963856,0.4734939759036145,0.0,273,0.0,1.1135531135531136,77,196,0,0.28205128205128205,0.717948717948718,0.0,557,2.0,3.7396768402154397,360,197,0,0.6463195691202872,0.35368043087971274,0.0
nested_64_d45,20,9c26525a8911550b,1842,210,127,127,0,292,0.0,0.0,0,292,0,0.0,1.0,0.0,146,0.0,0.0,0,146,0,0.0,1.0,0.0,146,0.0,0.0,0,146,0,0.0,1.0,0.0
nested_64_d45,21,a3b52542d0334643,1842,210,80,80,0,192,0.0,0.0,0,192,0,0.0,1.0,0.0,96,0.0,0.0,0,96,0,0.0,1.0,0.0,96,0.0,0.0,0,96,0,0.0,1.0,0.0
nested_64_d45,22,ca2ca8092b4e2286,1842,210,68,68,0,192,0.0,0.0,0,192,0,0.0,1.0,0.0,96,0.0,0.0,0,96,0,0.0,1.0,0.0,96,0.0,0.0,0,96,0,0.0,1.0,0.0
nested_64_d45,23,40c8f27f3558f027,1842,210,165,911,746,1290,6.0,6.890697674418605,1265,25,0,0.9806201550387597,0.01937984496124031,0.0,199,4.0,4.185929648241206,188,11,0,0.9447236180904522,0.05527638190954774,0.0,1091,8.0,7.384051329055912,1077,14,0,0.9871677360219981,0.012832263978001834,0.0
nested_64_d45,24,ce96560efff50694,1842,210,182,243,61,513,2.0,1.6179337231968811,257,256,0,0.5009746588693957,0.49902534113060426,0.0,215,0.0,0.9488372093023256,86,129,0,0.4,0.6,0.0,298,2.0,2.1006711409395975,171,127,0,0.5738255033557047,0.4261744966442953,0.0
nested_64_d45,25,4ba3d0eff550ef3b,1842,210,142,152,10,375,0.0,0.33066666666666666,55,320,0,0.14666666666666667,0.8533333333333334,0.0,180,0.0,0.21666666666666667,20,160,0,0.1111111111111111,0.8888888888888888,0.0,195,0.0,0.4358974358974359,35,160,0,0.1794871794871795,0.8205128205128205,0.0
nested_64_d45,26,562e78f9057b54fc,1842,210,233,822,589,1174,10.0,9.830494037478704,1104,70,0,0.9403747870528109,0.059625212947189095,0.0,269,6.0,5.394052044609666,234,35,0,0.8698884758364313,0.13011152416356878,0.0,905,12.0,11.149171270718233,870,35,0,0.9613259668508287,0.03867403314917127,0.0
nested_64_d45,27,57c74294b5d1fd97,1842,210,76,76,0,202,0.0,0.0,0,202,0,0.0,1.0,0.0,101,0.0,0.0,0,101,0,0.0,1.0,0.0,101,0.0,0.0,0,101,0,0.0,1.0,0.0
nested_64_d45,28,1660c569c73115ec,1842,210,63,63,0,174,0.0,0.04597701149425287,4,170,0,0.022988505747126436,0.9770114942528736,0.0,87,0.0,0.04597701149425287,2,85,0,0.022988505747126436,0.9770114942528736,0.0,87,0.0,0.04597701149425287,2,85,0,0.022988505747126436,0.9770114942528736,0.0
nested_64_d45,29,806ab1ff2403ad4b,1842,210,245,245,0,522,0.0,0.0,0,522,0,0.0,1.0,0.0,261,0.0,0.0,0,261,0,0.0,1.0,0.0,261,0.0,0.0,0,261,0,0.0,1.0,0.0
